company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,return_on_capital_employed_pct,return_on_assets_pct,debt_to_equity,high_leverage_flag,interest_coverage,icr_label,icr_warning_flag,asset_turnover,net_debt_cr,free_cash_flow_cr,capex_cr,capex_intensity_pct,fcf_conversion_rate_pct,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,revenue_cagr_5yr_flag,pat_cagr_5yr,pat_cagr_5yr_flag,eps_cagr_5yr,eps_cagr_5yr_flag,composite_quality_score
ADANIPOWER,2021,4.84344609282636,33.13374775942947,9.685045374818882,13.237445148707947,1.6115524198665077,4.005109433386716,False,2.0754014884449665,,False,0.3327284724513362,52499.0,4826.0,2188.0,8.344456733152816,55.547882136279924,3.0,3.399792584910552,,52519.0,7014.0,0.6564928179288998,,18.176309784358757,,8.447177119769854,,
ADANIPOWER,2022,17.725812854101257,35.6573201977554,26.613209080565635,14.61643146652466,5.991632207462705,2.662675407704394,False,3.3672771672771673,,False,0.33801734548248985,48962.0,11007.0,774.0,2.793114647612861,111.39560773201094,13.0,4.785325382421571,,49145.0,10233.0,4.14712377692581,,,TURNAROUND,,TURNAROUND,
ADANIPOWER,2023,27.666159440848016,26.038738297268715,35.90507430713616,13.978345748068563,12.499271740017011,1.4175257731958764,False,4.2927414517096585,,False,0.4517891891262045,41696.0,9976.0,1545.0,3.984731643153741,98.81141045958796,28.0,7.745916515426497,,42350.0,8431.0,13.812394373753722,,,TURNAROUND,,TURNAROUND,
ADANIPOWER,2024,41.36759945184802,36.20186292228556,37.22522071701755,19.462091203194568,18.801451473136915,0.6738570969010258,False,8.297225501770956,,False,0.4544970392836511,37384.0,17651.0,3481.0,6.9134674584417395,96.83454026771999,54.0,14.507129893699767,,37705.0,14170.0,16.086096410440966,,,TURNAROUND,,TURNAROUND,
AMBUJACEM,2012,13.252641296543235,25.36670427736178,14.686825053995682,27.921418087388506,10.46577561765897,0.006820506991019666,False,32.58974358974359,,False,0.7897124341838802,-1521.0,1472.0,388.0,3.979895373884501,59.522846744844315,8.0,28.56168831168831,,60.0,1860.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,
AMBUJACEM,2013,13.950442091474729,18.218535094422005,13.506658211794548,17.549947423764458,9.864155603581352,0.0050729232720355105,False,30.73134328358209,,False,0.7070855202222909,-1666.0,771.0,496.0,5.414256085580177,46.19532654284003,8.0,30.62135922330097,,48.0,1267.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,
AMBUJACEM,2014,14.937217478653944,19.427423405323957,14.766633565044687,19.1409342834521,10.714800403516357,0.0033763654419066533,False,35.65151515151515,,False,0.7173223807465052,-2063.0,1219.0,456.0,4.580612757408337,63.02998965873836,10.0,32.483870967741936,,34.0,1675.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,
AMBUJACEM,2015,7.766391863779952,13.154583044405063,29.442118586310972,49.69920434698234,21.39673105497771,0.0034076526141563626,False,28.55897435897436,,False,2.755041392485672,-2114.0,1474.0,83.0,0.21316485604951588,28.777821163607964,13.0,33.13225806451613,,35.0,1557.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,
AMBUJACEM,2016,7.136458644371454,15.830596197870012,7.234751021643711,16.025188916876573,4.368754569826956,0.00146309469754301,False,23.673202614379086,,False,0.6121740190104802,-146.0,-1355.0,4165.0,20.727580372250422,-42.59666771455517,6.0,49.92695214105793,,29.0,2810.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,
AMBUJACEM,2017,8.238383667245541,16.34122580371892,9.408862229102168,18.641283339775804,5.477484581373736,0.0011609907120743034,False,20.354368932038835,,False,0.6648736939930722,-129.0,2678.0,738.0,3.125926553433013,69.4142042509072,8.0,52.07052896725441,,24.0,3416.0,19.350297077682033,,8.52540579140837,,0.0,,
AMBUJACEM,2018,11.416612265273992,15.402634307438271,13.29012069736254,17.89825970548862,7.951111229975128,0.001788109074653554,False,24.958823529411763,,False,0.6964510176245621,-93.0,938.0,765.0,2.9376752044852346,23.38568935427574,11.0,56.34760705289673,,40.0,1703.0,23.237521356132795,,18.394849848210313,,6.576275663547415,,
AMBUJACEM,2019,10.267857142857142,16.960596221959857,11.558268959215882,19.059662506737425,6.926676290507243,0.0017027992358169283,False,30.576470588235296,,False,0.6745980387276619,-109.0,3548.0,1191.0,4.394185360094451,77.18077006743529,11.0,60.649874055415616,,41.0,4739.0,22.179522882798295,,13.354938999207233,,1.9244876491456564,,
AMBUJACEM,2020,12.673356175558819,20.41931799641051,13.65294195192688,21.551575684518685,7.822649680245733,0.02069692841762974,False,37.81428571428572,,False,0.6172516239488394,304.0,3515.0,1317.0,5.3720019579050415,70.2157411106672,12.0,57.322418136020154,,471.0,4832.0,-8.83724841597725,,0.5430124389249169,,-1.5881085866475741,,
